DATE,PRECTOTCORR,TS,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA
2002-05-19,0.0,24.05,2.23,0.43,14.61
2002-05-20,0.0,24.68,1.99,0.38,13.91
2002-05-21,0.0,24.94,1.78,0.34,12.3
2002-05-22,0.0,24.98,1.8,0.35,12.75
2002-05-23,0.0,25.29,1.71,0.33,12.2
2002-05-24,0.81,25.69,1.83,0.35,12.95
2002-05-25,0.18,24.82,2.03,0.39,14.35
2002-05-26,1.63,24.4,2.03,0.39,14.02
2002-05-27,4.01,24.55,1.91,0.37,13.05
2002-05-28,0.36,24.93,1.91,0.37,13.02
2002-05-29,0.01,25.07,1.77,0.34,12.77
2002-05-30,0.06,24.79,1.48,0.29,10.61
2002-05-31,24.86,25.07,1.53,0.3,11.03
2002-06-01,2.3,25.27,1.52,0.3,10.88
2002-06-02,0.14,25.34,1.85,0.36,13.03
2002-06-03,4.89,25.58,1.67,0.33,11.92
2002-06-04,1.66,24.18,1.35,0.27,9.33
2002-06-05,0.3,25.2,1.74,0.34,12.3
2002-06-06,0.03,25.62,1.75,0.34,12.36
2002-06-07,0.2,25.89,1.55,0.3,11.3
2002-06-08,2.19,25.56,1.69,0.33,12.21
2002-06-09,0.04,24.16,1.88,0.37,13.52
2002-06-10,0.0,24.39,1.88,0.37,14.09
2002-06-11,10.56,25.23,1.74,0.34,13.06
2002-06-12,0.17,24.83,1.41,0.27,10.09
2002-06-13,8.54,24.87,1.72,0.34,11.98
2002-06-14,9.57,24.68,1.73,0.34,12.03
2002-06-15,0.1,25.23,1.8,0.35,12.89
2002-06-16,0.0,24.67,1.66,0.32,11.93
2002-06-17,0.01,24.87,1.86,0.36,12.82
2002-06-18,0.0,24.81,1.9,0.37,13.09
2002-06-19,0.04,24.11,1.95,0.38,13.45
2002-06-20,2.86,24.2,1.97,0.38,13.47
2002-06-21,15.26,25.06,1.86,0.36,12.67
2002-06-22,0.19,24.54,1.85,0.36,13.03
2002-06-23,0.0,24.1,1.91,0.37,13.12
2002-06-24,0.11,24.38,1.87,0.35,12.62
2002-06-25,0.44,24.95,1.77,0.34,12.52
2002-06-26,6.04,25.38,1.66,0.32,11.51
2002-06-27,0.42,25.15,1.82,0.35,12.06
2002-06-28,0.0,24.59,1.93,0.37,12.98
2002-06-29,0.0,23.63,1.83,0.35,12.32
2002-06-30,0.0,24.19,1.74,0.34,11.71
2002-07-01,0.0,24.58,1.87,0.36,12.53
2002-07-02,0.0,24.58,1.7,0.33,11.49
2002-07-03,0.0,23.74,1.81,0.35,12.86
2002-07-04,0.0,23.95,1.88,0.36,12.59
2002-07-05,0.02,24.1,1.69,0.32,11.45
2002-07-06,1.42,24.65,1.62,0.31,11.11
2002-07-07,13.08,24.82,1.66,0.32,11.29
2002-07-08,6.7,24.98,1.72,0.33,11.23
2002-07-09,20.35,25.3,1.7,0.33,11.6
2002-07-10,17.2,25.48,1.57,0.3,10.09
2002-07-11,1.52,24.9,1.32,0.26,8.86
2002-07-12,0.14,24.94,1.73,0.34,11.72
2002-07-13,6.1,24.67,1.6,0.31,11.41
2002-07-14,5.3,23.98,1.52,0.3,10.48
2002-07-15,9.47,23.6,1.64,0.32,11.04
2002-07-16,13.04,24.66,1.41,0.27,9.86
2002-07-17,5.49,24.65,1.7,0.33,11.4
2002-07-18,6.52,24.2,1.82,0.35,12.8
2002-07-19,6.51,24.76,1.77,0.34,12.52
2002-07-20,2.57,25.17,2.06,0.4,13.99
2002-07-21,7.22,24.93,2.06,0.4,13.9
2002-07-22,0.48,24.44,2.13,0.41,14.3
2002-07-23,0.08,24.6,1.95,0.38,13.42
2002-07-24,0.87,24.85,2.14,0.41,14.3
2002-07-25,0.02,24.47,2.12,0.41,13.75
2002-07-26,0.0,23.87,2.02,0.38,12.97
2002-07-27,0.0,24.15,2.02,0.39,13.5
2002-07-28,0.0,24.0,2.07,0.4,13.71
2002-07-29,3.75,24.4,2.04,0.39,13.32
2002-07-30,2.48,24.27,1.8,0.34,12.25
2002-07-31,0.07,24.48,1.8,0.35,12.04
2002-08-01,0.02,25.0,1.81,0.35,12.26
2002-08-02,1.11,24.7,1.78,0.34,12.13
2002-08-03,0.42,24.53,2.03,0.39,13.77
2002-08-04,0.07,24.6,2.15,0.41,14.41
2002-08-05,0.01,24.48,2.2,0.42,14.63
2002-08-06,0.0,23.35,2.24,0.43,14.99
2002-08-07,0.62,23.48,2.13,0.41,13.91
2002-08-08,1.91,24.67,1.71,0.34,11.7
2002-08-09,7.49,25.31,1.95,0.38,12.78
2002-08-10,2.74,25.02,2.0,0.38,13.05
2002-08-11,0.08,25.52,2.12,0.41,13.98
2002-08-12,0.0,24.73,2.32,0.44,14.58
2002-08-13,0.0,23.87,2.29,0.45,14.59
2002-08-14,0.0,23.2,2.48,0.46,15.39
2002-08-15,0.0,23.31,2.58,0.48,15.84
2002-08-16,0.0,23.74,2.34,0.45,15.27
2002-08-17,1.85,23.92,2.2,0.42,14.36
2002-08-18,3.35,23.62,2.2,0.42,14.01
2002-08-19,0.45,23.98,1.7,0.33,10.87
2002-08-20,0.11,23.94,2.01,0.38,13.05
2002-08-21,0.0,24.05,2.22,0.41,13.88
2002-08-22,0.0,24.15,2.21,0.42,14.17
2002-08-23,0.0,25.1,2.12,0.41,13.66
2002-08-24,7.28,25.21,1.92,0.37,12.18
2002-08-25,0.17,25.51,2.24,0.43,14.28
2002-08-26,0.0,25.18,2.08,0.4,13.44
2002-08-27,0.0,24.69,2.1,0.41,13.98
2002-08-28,0.0,24.27,2.11,0.4,13.85
2002-08-29,0.0,23.76,2.1,0.4,13.73
2002-08-30,0.0,24.05,2.07,0.4,13.29
2002-08-31,0.0,23.9,2.27,0.43,14.32
2002-09-01,0.0,24.37,2.24,0.43,14.72
2002-09-02,0.0,24.56,2.16,0.41,13.45
2002-09-03,0.02,24.9,2.15,0.41,13.74
2002-09-04,0.0,25.04,1.89,0.36,12.27
2002-09-05,0.05,25.23,1.63,0.31,10.55
2002-09-06,0.17,25.19,2.12,0.41,13.63
2002-09-07,0.09,24.11,2.16,0.41,14.09
2002-09-08,0.0,24.04,2.29,0.44,14.87
2002-09-09,0.0,24.01,2.12,0.41,13.47
2002-09-10,0.0,24.04,1.95,0.38,12.6
2002-09-11,0.0,24.98,2.23,0.42,13.84
2002-09-12,0.0,25.4,2.22,0.42,14.09
2002-09-13,0.68,25.71,2.09,0.4,13.32
2002-09-14,2.49,25.89,2.16,0.41,13.04
2002-09-15,0.05,25.63,2.27,0.43,14.17
2002-09-16,0.0,24.88,2.57,0.48,15.87
2002-09-17,0.0,24.47,2.37,0.45,15.49
2002-09-18,0.0,24.8,2.41,0.46,15.45
2002-09-19,0.0,25.29,2.37,0.45,15.05
2002-09-20,0.0,25.12,2.45,0.46,15.24
2002-09-21,0.0,25.16,2.4,0.45,14.75
2002-09-22,0.04,25.53,2.19,0.41,13.69
2002-09-23,0.0,25.54,1.96,0.38,12.23
2002-09-24,0.0,25.42,1.75,0.34,11.32
2002-09-25,0.0,25.55,1.8,0.34,11.49
2002-09-26,0.0,25.24,1.17,0.23,7.79
2002-09-27,6.63,25.72,1.71,0.32,10.87
2002-09-28,6.3,25.54,2.01,0.38,12.53
2002-09-29,1.39,25.38,1.98,0.38,12.45
2002-09-30,1.81,25.77,2.14,0.41,13.87
2002-10-01,0.13,26.02,2.3,0.44,14.84
2002-10-02,0.0,25.01,2.12,0.41,13.68
2002-10-03,0.0,25.2,1.64,0.31,10.77
2002-10-04,0.0,25.65,2.12,0.4,13.54
2002-10-05,16.69,25.54,1.84,0.35,11.92
2002-10-06,1.5,26.03,1.85,0.35,11.79
2002-10-07,0.09,26.16,1.84,0.35,11.5
2002-10-08,0.01,25.96,2.31,0.44,14.38
2002-10-09,0.0,26.18,2.46,0.47,15.54
2002-10-10,0.15,26.16,2.8,0.52,16.97
2002-10-11,0.03,26.39,2.5,0.47,15.84
2002-10-12,0.0,26.37,2.66,0.5,16.96
2002-10-13,1.43,26.76,2.53,0.48,15.92
2002-10-14,0.23,27.1,2.38,0.45,15.4
2002-10-15,0.0,27.06,2.11,0.4,13.66
2002-10-16,0.0,26.96,2.35,0.45,15.33
2002-10-17,0.0,26.87,2.5,0.48,16.21
2002-10-18,7.3,26.5,2.44,0.46,15.64
2002-10-19,1.17,26.67,2.68,0.51,17.2
2002-10-20,0.0,26.94,2.38,0.45,15.34
2002-10-21,0.0,26.18,2.28,0.44,15.03
2002-10-22,0.0,26.4,2.36,0.45,15.59
2002-10-23,0.0,27.45,2.22,0.43,14.95
2002-10-24,0.87,27.19,1.55,0.3,10.69
2002-10-25,0.05,27.52,1.95,0.38,13.27
2002-10-26,0.11,27.28,1.72,0.33,11.77
2002-10-27,0.02,27.63,1.93,0.38,13.3
2002-10-28,6.26,27.5,1.84,0.36,12.52
2002-10-29,0.83,27.58,2.11,0.41,14.34
2002-10-30,1.72,27.21,2.2,0.42,14.53
2002-10-31,0.25,25.78,1.38,0.27,8.95
2002-11-01,4.3,27.61,1.91,0.37,12.94
2002-11-02,0.78,26.59,2.27,0.44,15.3
2002-11-03,2.01,27.34,2.08,0.41,13.83
2002-11-04,5.46,27.63,1.95,0.38,12.77
2002-11-05,1.17,27.08,1.82,0.36,11.92
2002-11-06,0.14,28.19,2.1,0.41,14.08
2002-11-07,5.25,26.81,2.13,0.41,13.78
2002-11-08,2.92,27.21,2.34,0.45,15.05
2002-11-09,0.13,27.23,2.22,0.43,14.42
2002-11-10,2.85,27.4,1.99,0.39,12.88
2002-11-11,0.95,26.75,2.22,0.43,14.4
2002-11-12,3.33,27.88,2.02,0.39,13.23
2002-11-13,8.9,28.21,2.02,0.39,12.91
2002-11-14,4.18,26.43,1.86,0.36,12.07
2002-11-15,1.54,28.22,2.26,0.44,14.9
2002-11-16,0.38,27.94,2.09,0.41,13.75
2002-11-17,1.67,26.9,2.21,0.43,14.6
2002-11-18,11.07,25.76,1.46,0.29,9.49
2002-11-19,5.52,26.06,2.1,0.41,13.7
2002-11-20,10.76,25.83,2.05,0.4,13.39
2002-11-21,11.61,25.98,1.98,0.38,12.65
2002-11-22,4.51,26.11,2.03,0.4,13.04
2002-11-23,17.23,26.82,2.15,0.42,13.55
2002-11-24,10.93,27.18,1.98,0.38,12.76
2002-11-25,11.85,27.1,2.08,0.41,13.02
2002-11-26,8.58,23.94,1.36,0.27,8.38
2002-11-27,1.2,24.61,1.7,0.33,10.28
2002-11-28,10.01,25.46,2.04,0.39,12.34
2002-11-29,10.07,24.26,1.78,0.34,10.45
2002-11-30,5.46,25.21,1.92,0.37,11.45
2002-12-01,12.34,25.39,2.38,0.45,14.47
2002-12-02,3.83,25.75,2.33,0.45,13.55
2002-12-03,1.46,25.96,2.66,0.51,16.31
2002-12-04,1.47,26.86,2.57,0.49,16.18
2002-12-05,13.52,25.87,2.27,0.43,13.46
2002-12-06,10.34,26.07,2.38,0.46,14.66
2002-12-07,5.88,25.02,2.33,0.45,13.3
2002-12-08,17.39,26.38,2.69,0.51,16.35
2002-12-09,6.11,26.73,2.46,0.47,15.1
2002-12-10,0.28,26.49,2.13,0.41,13.16
2002-12-11,5.24,26.95,2.4,0.46,15.38
2002-12-12,4.06,24.87,2.3,0.45,14.39
2002-12-13,9.16,25.31,1.88,0.37,11.38
2002-12-14,15.18,25.79,2.05,0.4,12.73
2002-12-15,2.15,26.19,2.65,0.51,16.34
2002-12-16,20.5,25.79,2.32,0.45,14.17
2002-12-17,1.0,26.85,2.65,0.5,16.45
2002-12-18,1.72,26.71,2.2,0.42,13.86
2002-12-19,0.35,26.49,2.41,0.47,14.8
2002-12-20,0.1,26.33,2.47,0.48,15.88
2002-12-21,0.86,26.29,2.23,0.43,13.87
2002-12-22,2.36,27.01,2.04,0.39,12.7
2002-12-23,1.71,27.3,2.11,0.41,12.95
2002-12-24,1.51,25.15,1.77,0.34,11.02
2002-12-25,7.56,25.42,1.91,0.38,11.59
2002-12-26,6.38,24.63,2.21,0.43,13.78
2002-12-27,3.0,23.56,1.01,0.2,6.08
2002-12-28,0.67,23.5,1.31,0.26,8.04
2002-12-29,0.37,25.41,1.11,0.22,6.82
2002-12-30,1.03,24.93,2.05,0.4,12.33
2002-12-31,6.59,24.81,2.09,0.41,12.35
2003-01-01,0.83,24.69,1.88,0.37,11.15
2003-01-02,3.5,24.67,1.83,0.35,10.77
2003-01-03,2.96,25.17,2.2,0.42,12.54
2003-01-04,0.42,25.88,2.27,0.43,12.83
2003-01-05,2.1,26.27,2.48,0.48,14.38
2003-01-06,8.15,26.48,2.72,0.52,16.06
2003-01-07,0.68,27.22,2.92,0.55,17.82
2003-01-08,0.14,27.04,2.84,0.53,17.41
2003-01-09,0.41,26.52,3.04,0.57,18.09
2003-01-10,0.79,26.11,3.12,0.58,18.16
2003-01-11,1.29,26.26,3.06,0.57,17.93
2003-01-12,0.29,25.55,2.93,0.55,17.38
2003-01-13,0.55,26.7,2.89,0.54,17.19
2003-01-14,0.25,27.18,2.97,0.55,17.54
2003-01-15,3.25,27.11,2.77,0.52,16.45
2003-01-16,2.05,26.78,3.02,0.57,17.56
2003-01-17,0.13,26.8,2.83,0.53,16.66
2003-01-18,0.31,26.4,2.92,0.55,17.66
2003-01-19,0.22,26.46,2.9,0.55,17.54
2003-01-20,0.19,26.51,2.89,0.54,16.85
2003-01-21,0.39,27.05,2.44,0.46,14.14
2003-01-22,6.83,25.46,2.04,0.39,12.24
2003-01-23,4.67,24.68,1.96,0.38,11.48
2003-01-24,2.61,25.65,2.67,0.5,14.94
2003-01-25,1.1,25.65,2.47,0.47,13.99
2003-01-26,3.31,25.78,1.29,0.24,7.66
2003-01-27,7.02,25.65,1.69,0.32,10.05
2003-01-28,7.84,25.8,1.8,0.34,10.3
2003-01-29,3.47,24.26,1.94,0.37,11.16
2003-01-30,7.47,25.33,2.03,0.39,11.95
2003-01-31,13.98,24.9,1.7,0.33,9.42
2003-02-01,60.26,24.41,2.3,0.43,12.5
2003-02-02,16.97,24.08,2.5,0.48,14.2
2003-02-03,7.44,25.3,2.5,0.47,13.94
2003-02-04,44.25,24.02,2.27,0.43,12.68
2003-02-05,3.47,23.51,1.88,0.36,10.83
2003-02-06,1.19,24.59,1.81,0.34,10.33
2003-02-07,13.89,24.95,2.05,0.39,12.0
2003-02-08,9.09,24.3,2.02,0.38,11.48
2003-02-09,5.31,24.44,2.11,0.4,11.62
2003-02-10,4.22,25.43,2.59,0.48,14.66
2003-02-11,11.91,25.88,2.57,0.48,14.42
2003-02-12,27.19,25.0,2.15,0.41,12.56
2003-02-13,23.78,24.76,1.8,0.34,10.09
2003-02-14,35.42,25.0,2.7,0.5,14.8
2003-02-15,13.68,24.26,1.96,0.37,10.74
2003-02-16,19.53,24.85,2.09,0.4,11.84
2003-02-17,19.52,23.94,2.44,0.46,13.77
2003-02-18,7.49,24.69,2.3,0.43,12.42
2003-02-19,16.55,23.8,1.83,0.35,10.16
2003-02-20,3.88,24.74,1.88,0.36,10.51
2003-02-21,29.27,23.96,1.12,0.21,6.27
2003-02-22,6.01,24.45,2.29,0.44,13.51
2003-02-23,3.16,24.34,2.65,0.49,15.3
2003-02-24,2.58,24.3,2.71,0.51,15.22
2003-02-25,0.52,24.9,2.27,0.43,13.01
2003-02-26,12.62,24.28,1.43,0.27,8.41
2003-02-27,5.82,24.55,1.93,0.37,10.66
2003-02-28,1.38,24.71,2.2,0.41,12.13
2003-03-01,14.21,24.17,1.34,0.26,7.84
2003-03-02,4.3,24.37,2.24,0.42,12.72
2003-03-03,1.38,24.68,2.63,0.49,14.41
2003-03-04,0.47,24.96,2.54,0.47,13.98
2003-03-05,12.55,24.48,2.45,0.46,13.57
2003-03-06,16.29,24.8,2.43,0.45,13.4
2003-03-07,5.02,24.52,2.34,0.45,13.38
2003-03-08,1.6,23.74,1.88,0.35,10.44
2003-03-09,10.23,24.48,2.21,0.42,12.71
2003-03-10,3.84,24.52,2.41,0.45,13.84
2003-03-11,10.94,24.73,2.34,0.44,13.19
2003-03-12,8.11,24.82,2.55,0.48,14.63
2003-03-13,1.84,25.62,2.41,0.45,13.89
2003-03-14,2.75,23.6,2.34,0.44,13.17
2003-03-15,4.82,24.51,1.3,0.25,7.86
2003-03-16,7.88,25.15,2.13,0.41,12.83
2003-03-17,10.15,25.25,2.45,0.46,14.33
2003-03-18,6.7,25.05,2.49,0.47,14.33
2003-03-19,2.98,24.43,1.93,0.37,11.08
2003-03-20,0.28,25.04,2.69,0.49,15.17
2003-03-21,0.75,25.87,2.41,0.45,13.89
2003-03-22,1.09,26.07,2.15,0.41,12.01
2003-03-23,0.17,25.2,2.56,0.48,14.52
2003-03-24,10.0,25.46,2.55,0.48,14.38
2003-03-25,1.9,25.54,2.31,0.43,13.05
2003-03-26,2.66,25.25,2.49,0.47,14.48
2003-03-27,9.04,25.23,2.43,0.45,14.42
2003-03-28,2.74,25.74,2.41,0.45,13.76
2003-03-29,0.32,25.94,2.44,0.45,14.09
2003-03-30,2.13,26.55,2.43,0.45,14.34
2003-03-31,3.14,26.62,2.44,0.45,14.19
2003-04-01,1.33,26.19,2.09,0.4,12.34
2003-04-02,8.45,25.08,2.47,0.46,14.33
2003-04-03,1.76,26.01,2.27,0.43,13.3
2003-04-04,0.76,26.63,2.63,0.5,15.62
2003-04-05,0.72,25.91,2.74,0.51,15.67
2003-04-06,1.82,25.83,2.66,0.5,15.76
2003-04-07,1.9,26.44,2.66,0.5,15.99
2003-04-08,0.74,26.07,1.84,0.35,11.23
2003-04-09,5.31,26.23,2.52,0.47,15.11
2003-04-10,11.91,25.31,2.52,0.48,15.29
2003-04-11,6.28,24.65,1.85,0.36,11.15
2003-04-12,7.25,25.86,2.16,0.41,13.25
2003-04-13,1.2,26.21,2.37,0.45,14.81
2003-04-14,7.87,26.5,2.22,0.42,13.24
2003-04-15,3.36,24.83,2.01,0.38,11.93
2003-04-16,1.39,25.83,2.48,0.47,15.09
2003-04-17,1.21,26.18,2.06,0.4,12.38
2003-04-18,3.4,26.33,2.3,0.44,13.57
2003-04-19,0.63,24.74,2.21,0.42,13.44
2003-04-20,10.41,25.94,2.26,0.43,13.88
2003-04-21,2.78,25.45,2.16,0.41,13.09
2003-04-22,1.16,25.69,2.0,0.38,12.21
2003-04-23,8.12,24.78,1.5,0.29,9.19
2003-04-24,3.69,25.08,1.92,0.38,12.02
2003-04-25,1.28,26.03,2.19,0.42,13.55
2003-04-26,3.78,26.4,2.16,0.41,13.93
2003-04-27,2.4,26.13,1.68,0.33,10.52
2003-04-28,13.93,26.05,2.2,0.41,13.69
2003-04-29,18.7,26.22,2.0,0.38,12.68
2003-04-30,10.83,25.99,1.72,0.34,10.82
2003-05-01,14.89,24.54,1.54,0.3,9.41
2003-05-02,5.57,25.55,2.1,0.4,13.16
2003-05-03,0.42,25.1,1.87,0.36,11.81
2003-05-04,0.02,26.22,2.18,0.42,13.87
2003-05-05,6.16,25.73,2.02,0.39,12.71
2003-05-06,1.16,25.95,2.02,0.39,12.34
2003-05-07,3.12,25.0,1.52,0.3,9.33
2003-05-08,17.21,25.27,1.93,0.38,12.37
2003-05-09,4.41,25.48,1.55,0.3,9.65
2003-05-10,10.48,24.96,1.39,0.27,8.69
2003-05-11,2.0,25.79,1.7,0.34,10.69
2003-05-12,7.62,25.63,2.25,0.43,14.32
2003-05-13,4.01,25.32,2.16,0.41,13.54
2003-05-14,1.25,25.73,2.0,0.38,12.35
2003-05-15,3.61,25.25,2.24,0.43,13.74
2003-05-16,0.22,26.3,2.27,0.43,14.5
2003-05-17,1.25,26.34,2.15,0.41,13.92
2003-05-18,3.58,26.05,2.08,0.4,13.46
2003-05-19,10.49,26.14,2.05,0.39,12.81
2003-05-20,2.85,26.44,2.19,0.41,13.5
2003-05-21,0.78,26.36,2.19,0.41,14.12
2003-05-22,0.03,25.84,2.23,0.42,14.44
2003-05-23,0.01,25.51,2.12,0.41,13.82
2003-05-24,1.12,25.62,2.02,0.39,13.21
2003-05-25,1.63,26.09,1.98,0.38,12.73
2003-05-26,0.02,24.98,2.17,0.41,13.74
2003-05-27,2.19,24.84,2.06,0.39,13.5
2003-05-28,1.84,24.98,1.92,0.37,12.5
2003-05-29,3.71,25.45,1.66,0.32,11.41
2003-05-30,5.36,25.58,1.67,0.32,11.37
2003-05-31,3.62,25.57,1.66,0.32,10.94
2003-06-01,2.27,25.17,1.91,0.37,13.16
2003-06-02,0.14,25.02,2.15,0.41,14.12
2003-06-03,0.0,24.42,1.91,0.37,13.12
2003-06-04,0.01,24.35,2.01,0.38,13.92
2003-06-05,0.6,25.51,1.95,0.38,13.62
2003-06-06,0.26,25.44,1.94,0.38,13.09
2003-06-07,0.0,25.22,1.98,0.38,13.31
2003-06-08,0.02,24.96,1.57,0.3,10.59
2003-06-09,0.0,24.53,1.96,0.38,13.34
2003-06-10,0.0,24.12,2.02,0.39,13.8
2003-06-11,0.0,24.14,1.98,0.38,13.33
2003-06-12,0.57,24.17,2.02,0.39,13.64
2003-06-13,1.3,25.23,1.84,0.35,12.24
2003-06-14,3.53,25.08,1.74,0.34,11.69
2003-06-15,0.15,24.88,1.88,0.36,12.55
2003-06-16,0.0,24.66,1.93,0.37,13.25
2003-06-17,0.0,24.23,1.97,0.38,13.35
2003-06-18,0.4,24.24,1.94,0.37,12.9
2003-06-19,0.54,24.98,1.71,0.33,11.14
2003-06-20,0.98,25.11,1.87,0.36,12.4
2003-06-21,0.44,24.01,1.44,0.27,9.25
2003-06-22,0.67,24.61,1.84,0.35,12.06
2003-06-23,0.85,25.58,1.78,0.34,11.8
2003-06-24,0.07,25.42,1.88,0.36,12.96
2003-06-25,0.11,24.96,1.98,0.38,13.18
2003-06-26,0.38,24.97,2.04,0.39,13.75
2003-06-27,1.2,25.37,1.77,0.34,11.93
2003-06-28,0.12,25.27,1.83,0.35,12.11
2003-06-29,0.0,25.26,1.84,0.35,12.66
2003-06-30,0.0,24.8,1.81,0.35,12.38
2003-07-01,0.0,24.31,1.93,0.37,13.27
2003-07-02,0.0,24.0,1.88,0.36,13.05
2003-07-03,0.0,23.9,1.91,0.37,13.25
2003-07-04,0.0,23.98,1.77,0.34,12.23
2003-07-05,0.0,24.87,1.87,0.36,13.11
2003-07-06,0.0,24.74,1.94,0.37,12.97
2003-07-07,0.0,24.4,2.05,0.39,13.73
2003-07-08,0.0,24.3,2.08,0.39,13.62
2003-07-09,0.0,24.78,2.12,0.41,13.91
2003-07-10,0.02,24.44,2.15,0.41,14.11
2003-07-11,0.01,24.6,1.72,0.34,11.23
2003-07-12,4.49,25.33,1.59,0.3,10.0
2003-07-13,1.18,25.2,1.93,0.37,12.66
2003-07-14,4.98,24.48,1.87,0.36,12.26
2003-07-15,0.12,23.49,2.05,0.39,13.39
2003-07-16,0.0,23.98,2.1,0.4,14.03
2003-07-17,0.0,24.13,2.16,0.41,14.08
2003-07-18,0.0,23.88,1.99,0.38,13.17
2003-07-19,0.0,24.01,1.87,0.36,12.41
2003-07-20,0.0,23.65,2.12,0.41,14.24
2003-07-21,0.0,24.02,2.0,0.39,13.17
2003-07-22,0.0,24.38,2.15,0.41,13.88
2003-07-23,0.0,24.27,2.26,0.42,14.26
2003-07-24,0.05,24.59,1.79,0.34,11.49
2003-07-25,0.0,24.56,1.98,0.38,12.42
2003-07-26,0.0,24.77,2.09,0.4,13.19
2003-07-27,0.08,25.63,2.23,0.42,14.07
2003-07-28,0.0,25.59,2.04,0.39,13.12
2003-07-29,0.11,25.42,2.13,0.41,13.42
2003-07-30,0.0,24.17,2.41,0.45,15.27
2003-07-31,0.0,24.35,2.45,0.46,15.4
2003-08-01,0.0,24.76,2.34,0.44,15.02
2003-08-02,0.0,24.98,2.21,0.41,13.84
2003-08-03,0.96,24.72,1.87,0.36,11.98
2003-08-04,0.06,24.62,2.2,0.41,13.83
2003-08-05,0.0,24.24,2.19,0.41,13.62
2003-08-06,0.0,23.95,2.11,0.4,13.1
2003-08-07,0.0,24.07,2.01,0.38,12.45
2003-08-08,0.0,24.51,2.26,0.42,13.99
2003-08-09,0.0,25.51,2.26,0.42,13.68
2003-08-10,0.82,26.12,2.16,0.41,13.08
2003-08-11,0.04,26.28,1.88,0.36,11.27
2003-08-12,0.05,25.68,2.05,0.39,12.49
2003-08-13,0.0,25.26,2.31,0.43,14.3
2003-08-14,0.0,25.45,2.28,0.43,14.04
2003-08-15,0.27,25.71,1.96,0.38,12.24
2003-08-16,0.01,26.13,1.9,0.36,11.62
2003-08-17,9.3,25.78,1.78,0.34,10.98
2003-08-18,25.77,25.19,1.91,0.36,11.33
2003-08-19,9.97,25.06,2.02,0.38,12.54
2003-08-20,1.66,25.47,2.01,0.38,12.46
2003-08-21,11.75,24.62,2.23,0.42,13.66
2003-08-22,0.28,25.47,2.56,0.48,15.13
2003-08-23,0.66,25.38,2.35,0.45,14.57
2003-08-24,0.01,25.44,2.27,0.43,13.49
2003-08-25,3.12,24.83,2.16,0.41,12.96
2003-08-26,0.13,25.03,1.96,0.38,12.32
2003-08-27,0.0,25.22,2.09,0.4,13.12
2003-08-28,8.23,25.55,2.13,0.41,13.47
2003-08-29,1.24,25.59,1.73,0.34,10.96
2003-08-30,0.85,25.56,2.06,0.39,12.84
2003-08-31,0.09,26.46,2.52,0.47,15.19
2003-09-01,0.25,26.45,2.14,0.41,13.11
2003-09-02,11.75,25.64,2.07,0.4,12.8
2003-09-03,0.46,26.01,2.24,0.43,13.7
2003-09-04,0.45,26.55,2.48,0.47,14.66
2003-09-05,19.27,26.12,2.16,0.41,13.16
2003-09-06,10.2,25.76,1.95,0.38,12.07
2003-09-07,0.23,25.54,2.77,0.52,16.49
2003-09-08,0.0,25.0,3.01,0.55,17.23
2003-09-09,0.0,24.4,2.84,0.52,16.41
2003-09-10,0.0,25.19,2.52,0.47,14.94
2003-09-11,0.25,26.33,2.33,0.44,13.77
2003-09-12,12.12,26.19,2.13,0.4,12.72
2003-09-13,3.65,26.26,1.88,0.36,11.04
2003-09-14,7.69,25.08,2.07,0.39,12.11
2003-09-15,5.37,25.76,2.03,0.38,12.25
2003-09-16,2.27,25.33,1.88,0.36,10.87
2003-09-17,5.29,25.81,2.09,0.4,12.23
2003-09-18,24.54,25.51,1.94,0.37,11.29
2003-09-19,5.54,25.37,1.27,0.24,7.31
2003-09-20,0.02,25.42,2.19,0.41,12.99
2003-09-21,2.06,26.65,2.49,0.46,14.32
2003-09-22,0.96,26.64,2.63,0.5,16.02
2003-09-23,0.0,25.96,3.09,0.57,18.01
2003-09-24,0.0,25.95,2.91,0.54,17.28
2003-09-25,0.2,26.23,2.49,0.47,15.33
2003-09-26,0.39,26.77,2.33,0.44,14.27
2003-09-27,0.11,27.11,2.46,0.46,14.84
2003-09-28,0.03,27.62,2.8,0.52,16.44
2003-09-29,0.37,27.49,2.65,0.49,15.94
2003-09-30,0.02,27.58,2.6,0.48,15.52
2003-10-01,0.0,27.73,2.35,0.45,14.0
2003-10-02,0.27,27.79,2.09,0.39,12.65
2003-10-03,0.69,27.87,2.13,0.41,12.66
2003-10-04,0.87,27.9,2.47,0.46,14.59
2003-10-05,24.88,26.94,2.2,0.41,13.07
2003-10-06,32.58,25.77,2.04,0.39,11.95
2003-10-07,7.26,26.7,2.27,0.43,13.22
2003-10-08,3.14,27.23,2.11,0.41,12.74
2003-10-09,2.67,26.53,2.36,0.45,13.96
2003-10-10,13.99,26.01,1.84,0.35,11.07
2003-10-11,4.89,26.23,2.15,0.41,12.68
2003-10-12,2.03,26.94,2.45,0.46,14.03
2003-10-13,4.28,25.26,1.75,0.34,10.48
2003-10-14,4.21,26.67,2.7,0.51,15.81
2003-10-15,2.2,25.37,2.2,0.41,13.19
2003-10-16,2.25,26.6,1.9,0.36,11.34
